"year","school","conference","association","sport_label","men_revenue","women_revenue","total_revenue"
"2000-2001","Chapman University","Other","NCAA Division III","Non Football-Basketball",138122,195896,334018
"2000-2001","Charleston Southern University","Other","NCAA Division I-AA","Basketball",165040,16230,181270
"2000-2001","Charleston Southern University","Other","NCAA Division I-AA","Football",85148,0,85148
"2000-2001","Charleston Southern University","Other","NCAA Division I-AA","Non Football-Basketball",53716,29238,82954
"2000-2001","Cheyney University of Pennsylvania","Other","NCAA Division II","Basketball",114425,120469,234894
"2000-2001","Cheyney University of Pennsylvania","Other","NCAA Division II","Football",214129,0,214129
"2000-2001","Cheyney University of Pennsylvania","Other","NCAA Division II","Non Football-Basketball",31732,51649,83381
"2000-2001","Chicago State University","Other","NCAA Division I-AAA","Basketball",173223,15490,188713
"2000-2001","Chicago State University","Other","NCAA Division I-AAA","Non Football-Basketball",16167,3764,19931
"2000-2001","Chowan University","Other","NCAA Division II","Basketball",4100,100,4200
"2000-2001","Chowan University","Other","NCAA Division II","Football",12111,0,12111
"2000-2001","Chowan University","Other","NCAA Division II","Non Football-Basketball",26220,6169,32389
"2000-2001","Christian Brothers University","Other","NCAA Division II","Basketball",19500,9000,28500
"2000-2001","Christian Brothers University","Other","NCAA Division II","Non Football-Basketball",56125,55625,111750
"2000-2001","Christopher Newport University","Other","NCAA Division III","Basketball",50324,24957,75281
"2000-2001","Christopher Newport University","Other","NCAA Division III","Football",130000,0,130000
"2000-2001","Christopher Newport University","Other","NCAA Division III","Non Football-Basketball",64832,96832,161664
"2000-2001","Citadel Military College of South Carolina","Other","NCAA Division I-AA","Basketball",115854,0,115854
"2000-2001","Citadel Military College of South Carolina","Other","NCAA Division I-AA","Football",657772,0,657772
"2000-2001","Citadel Military College of South Carolina","Other","NCAA Division I-AA","Non Football-Basketball",112584,687,113271
"2000-2001","Claflin University","Other","NCAA Division II","Basketball",0,0,0
"2000-2001","Claflin University","Other","NCAA Division II","Non Football-Basketball",0,0,0
"2000-2001","Claremont Mckenna College","Other","NCAA Division III","Basketball",63349,97397,160746
"2000-2001","Claremont Mckenna College","Other","NCAA Division III","Football",220555,0,220555
"2000-2001","Claremont Mckenna College","Other","NCAA Division III","Non Football-Basketball",294890,319335,614225
"2000-2001","Clarion University of Pennsylvania","Other","NCAA Division II","Basketball",166843,155568,322411
"2000-2001","Clarion University of Pennsylvania","Other","NCAA Division II","Football",389598,0,389598
"2000-2001","Clarion University of Pennsylvania","Other","NCAA Division II","Non Football-Basketball",342216,272910,615126
"2000-2001","Clark University","Other","NCAA Division III","Basketball",0,0,0
"2000-2001","Clark University","Other","NCAA Division III","Non Football-Basketball",0,0,0
"2000-2001","Clarkson University","Other","NCAA Division III","Basketball",10296,2114,12410
"2000-2001","Clarkson University","Other","NCAA Division III","Non Football-Basketball",167536,12775,180311
"2000-2001","Clayton  State University","Other","NCAA Division II","Basketball",23048,15203,38251
"2000-2001","Clayton  State University","Other","NCAA Division II","Non Football-Basketball",10928,13730,24658
"2000-2001","Clemson University","Atlantic Coast Conference","NCAA Division I-A","Basketball",5804582,331140,6135722
"2000-2001","Clemson University","Atlantic Coast Conference","NCAA Division I-A","Football",19770538,0,19770538
"2000-2001","Clemson University","Atlantic Coast Conference","NCAA Division I-A","Non Football-Basketball",900624,902869,1803493
"2000-2001","Coastal Carolina University","Other","NCAA Division I-AA","Basketball",327201,112852,440053
"2000-2001","Coastal Carolina University","Other","NCAA Division I-AA","Non Football-Basketball",433497,370245,803742
"2000-2001","Coe College","Other","NCAA Division III","Basketball",47102,40364,87466
"2000-2001","Coe College","Other","NCAA Division III","Football",177229,0,177229
"2000-2001","Coe College","Other","NCAA Division III","Non Football-Basketball",181125,160146,341271
"2000-2001","Coker College","Other","NCAA Division II","Basketball",17549,22937,40486
"2000-2001","Coker College","Other","NCAA Division II","Non Football-Basketball",64044,49003,113047
"2000-2001","Colby College","Other","NCAA Division III","Basketball",112121,83974,196095
"2000-2001","Colby College","Other","NCAA Division III","Football",231141,0,231141
"2000-2001","Colby College","Other","NCAA Division III","Non Football-Basketball",506394,572698,1079092
"2000-2001","Colby-Sawyer College","Other","NCAA Division III","Basketball",0,0,0
"2000-2001","Colby-Sawyer College","Other","NCAA Division III","Non Football-Basketball",0,0,0
"2000-2001","Colgate University","Other","NCAA Division I-AA","Basketball",797846,597596,1395442
"2000-2001","Colgate University","Other","NCAA Division I-AA","Football",2884674,0,2884674
"2000-2001","Colgate University","Other","NCAA Division I-AA","Non Football-Basketball",2483795,3003714,5487509
"2000-2001","College of Charleston","Other","NCAA Division I-AAA","Basketball",252460,5803,258263
"2000-2001","College of Charleston","Other","NCAA Division I-AAA","Non Football-Basketball",108186,42441,150627
"2000-2001","College of Mount Saint Joseph","Other","NCAA Division III","Basketball",78069,70124,148193
"2000-2001","College of Mount Saint Joseph","Other","NCAA Division III","Football",185935,0,185935
"2000-2001","College of Mount Saint Joseph","Other","NCAA Division III","Non Football-Basketball",94470,144500,238970
"2000-2001","College of Mount Saint Vincent","Other","NCAA Division III","Basketball",0,0,0
"2000-2001","College of Mount Saint Vincent","Other","NCAA Division III","Non Football-Basketball",0,0,0
"2000-2001","College of Notre Dame","Other","NCAA Division II","Basketball",992,1005,1997
"2000-2001","College of Notre Dame","Other","NCAA Division II","Non Football-Basketball",13500,2638,16138
"2000-2001","College of Our Lady of The Elms","Other","NCAA Division III","Basketball",0,0,0
"2000-2001","College of Our Lady of The Elms","Other","NCAA Division III","Non Football-Basketball",0,0,0
"2000-2001","College of William and Mary","Other","NCAA Division I-AA","Basketball",669458,156663,826121
"2000-2001","College of William and Mary","Other","NCAA Division I-AA","Football",1846612,0,1846612
"2000-2001","College of William and Mary","Other","NCAA Division I-AA","Non Football-Basketball",682061,312286,994347
"2000-2001","College of Wooster","Other","NCAA Division III","Basketball",20531,930,21461
"2000-2001","College of Wooster","Other","NCAA Division III","Football",5588,0,5588
"2000-2001","College of Wooster","Other","NCAA Division III","Non Football-Basketball",6000,6500,12500
"2000-2001","College of the Holy Cross","Other","NCAA Division I-AA","Basketball",169972,45283,215255
"2000-2001","College of the Holy Cross","Other","NCAA Division I-AA","Football",176498,0,176498
"2000-2001","College of the Holy Cross","Other","NCAA Division I-AA","Non Football-Basketball",137296,47384,184680
"2000-2001","Colorado Christian University","Other","NCAA Division II","Basketball",12390,14528,26918
"2000-2001","Colorado Christian University","Other","NCAA Division II","Non Football-Basketball",10321,14258,24579
"2000-2001","Colorado College","Other","NCAA Division III","Basketball",82180,121516,203696
"2000-2001","Colorado College","Other","NCAA Division III","Football",216671,0,216671
"2000-2001","Colorado College","Other","NCAA Division III","Non Football-Basketball",2841114,849403,3690517
"2000-2001","Colorado Mesa University","Other","NCAA Division II","Basketball",180547,161279,341826
"2000-2001","Colorado Mesa University","Other","NCAA Division II","Football",467784,0,467784
"2000-2001","Colorado Mesa University","Other","NCAA Division II","Non Football-Basketball",187956,423340,611296
"2000-2001","Colorado School of Mines","Other","NCAA Division II","Basketball",5529,4581,10110
"2000-2001","Colorado School of Mines","Other","NCAA Division II","Football",17953,0,17953
"2000-2001","Colorado School of Mines","Other","NCAA Division II","Non Football-Basketball",21639,3756,25395
"2000-2001","Colorado State University","Other","NCAA Division I-A","Basketball",1045732,570204,1615936
"2000-2001","Colorado State University","Other","NCAA Division I-A","Football",5923363,0,5923363
"2000-2001","Colorado State University","Other","NCAA Division I-A","Non Football-Basketball",81132,491720,572852
"2000-2001","Colorado State University-Pueblo","Other","NCAA Division II","Basketball",166052,111159,277211
"2000-2001","Colorado State University-Pueblo","Other","NCAA Division II","Non Football-Basketball",421191,200716,621907
"2000-2001","Columbia University in the City of New York","Other","NCAA Division I-AA","Basketball",193796,7548,201344
"2000-2001","Columbia University in the City of New York","Other","NCAA Division I-AA","Football",444686,0,444686
"2000-2001","Columbia University in the City of New York","Other","NCAA Division I-AA","Non Football-Basketball",213879,83686,297565
"2000-2001","Concord University","Other","NCAA Division II","Basketball",7665,0,7665
"2000-2001","Concord University","Other","NCAA Division II","Football",23086,0,23086
"2000-2001","Concord University","Other","NCAA Division II","Non Football-Basketball",0,0,0
"2000-2001","Concordia College","Other","NCAA Division II","Basketball",178138,41350,219488
"2000-2001","Concordia College","Other","NCAA Division II","Non Football-Basketball",401198,240770,641968
"2000-2001","Concordia College At Moorhead","Other","NCAA Division III","Basketball",2613,2417,5030
"2000-2001","Concordia College At Moorhead","Other","NCAA Division III","Football",14015,0,14015
"2000-2001","Concordia College At Moorhead","Other","NCAA Division III","Non Football-Basketball",5600,6275,11875
"2000-2001","Concordia University","Other","NCAA Division II","Basketball",4905,4185,9090
"2000-2001","Concordia University","Other","NCAA Division II","Football",5609,0,5609
"2000-2001","Concordia University","Other","NCAA Division II","Non Football-Basketball",0,2624,2624
"2000-2001","Concordia University Texas","Other","NCAA Division III","Basketball",0,0,0
"2000-2001","Concordia University Texas","Other","NCAA Division III","Non Football-Basketball",0,0,0
"2000-2001","Concordia University-Chicago","Other","NCAA Division III","Basketball",63994,50051,114045
"2000-2001","Concordia University-Chicago","Other","NCAA Division III","Football",174442,0,174442
"2000-2001","Concordia University-Chicago","Other","NCAA Division III","Non Football-Basketball",100540,118015,218555
"2000-2001","Connecticut College","Other","NCAA Division III","Basketball",0,0,0
"2000-2001","Connecticut College","Other","NCAA Division III","Non Football-Basketball",0,0,0
"2000-2001","Coppin State University","Other","NCAA Division I-AAA","Basketball",60926,21682,82608
"2000-2001","Coppin State University","Other","NCAA Division I-AAA","Non Football-Basketball",55147,14931,70078
